"DISTRICT_BEDS","DISTRICT_NAME","DISTRICT_NEEDS","PER_PUPIL_EXPENDITURE","DISTRICT_ID","HEDI"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3023059","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3023329","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3023861","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3023871","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3023908","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3024391","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3024561","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3024566","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3024624","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3024787","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3024910","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3024988","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3025143","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3025187","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3025222","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3025311","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3025998","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3026042","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3026079","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3026118","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3026460","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3026495","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3026534","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3026618","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3026751","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3026924","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3026956","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3027137","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3027286","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3027428","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3027444","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3027781","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3027881","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3028647","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3028657","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029005","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029188","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029231","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029282","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029336","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029376","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029378","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029381","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029513","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029519","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029623","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029763","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3029835","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3030089","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3030223","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3030280","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3030427","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3030733","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3030802","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3031080","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3031173","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3031308","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3031350","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3031739","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3031783","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3031787","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3031920","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3032092","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3032189","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3032283","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3032450","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3032451","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3032480","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3032767","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3032821","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3032952","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3033011","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3033196","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3033376","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3033427","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3033942","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3034439","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3034460","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3034514","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3034620","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3034696","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3035303","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3035444","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3035689","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3035747","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3035769","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3035781","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3036155","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3036285","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3036306","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3036320","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3036332","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3036524","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3036695","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3036719","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3036749","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3036773","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3037066","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3037174","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3037394","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3037448","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3037490","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3037530","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3037594","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3037621","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3037761","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3037825","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3037940","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038092","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038114","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038159","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038316","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038352","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038456","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038539","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038612","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038640","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038712","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038769","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038831","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038896","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038900","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3038933","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3039052","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3039234","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3039261","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3039294","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3039424","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3039486","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3039487","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3039602","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3039781","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3039802","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3039813","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3039961","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040029","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040057","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040091","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040150","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040161","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040202","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040217","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040247","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040301","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040430","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040721","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040722","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040883","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040921","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3040998","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3041363","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3041395","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3041432","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3041575","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3041576","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3041605","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3041786","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3041787","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3041822","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3041873","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3041937","Developing"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3000127","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3000155","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3000305","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3000706","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3000776","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3000842","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3000927","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3000943","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3001295","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3001355","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3002000","Developing"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3002139","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3002383","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3002835","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3002852","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3002904","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3002992","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3003019","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3003149","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3003180","Highly Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3003355","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3003656","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3003708","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3003877","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3003954","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3004017","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3004062","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3004608","Highly Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3004628","Ineffective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3005509","Developing"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3005729","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3006091","Developing"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3006729","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3006771","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3007489","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3007595","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3007620","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3007670","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3008012","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3008074","Highly Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3008292","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3008767","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3008899","Developing"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3008994","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3009002","Ineffective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3009407","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3009707","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3010141","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3010463","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3010605","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3010910","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3011014","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3011211","Ineffective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3011319","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3011665","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3011786","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3012649","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3012966","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3013232","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3013251","Highly Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3013381","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3013415","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3013466","Developing"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3013651","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3013952","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3014049","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3014199","Highly Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3014200","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3014233","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3014413","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3014554","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3014564","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3014598","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3014605","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3014612","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3014644","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3014963","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3015270","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3015511","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3015777","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3016000","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3016084","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3016879","Ineffective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3016904","Ineffective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3016973","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3016974","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3017059","Effective"
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15","NYC",,"3017139","Effective"
